broad_category,level1_subject,level2_subject,specific_subject,volume_index,volume_title,source,paragraph_id,primary_subject,keywords,text
人物政事,人物政事,帝王,帝王,7,卷四·境异,三校,V07-P135,帝王,上,木仆，尾若龟，长数寸，居木上，食人。
动物,动物,兽类,兽类,7,卷四·境异,三校,V07-P136,兽类,鹿,阿萨部多猎虫鹿，剖其肉，重叠之，以石压沥汁。
动物,动物,昆虫,昆虫,7,卷四·境异,三校,V07-P136,昆虫,虫,阿萨部多猎虫鹿，剖其肉，重叠之，以石压沥汁。
饮食医药,饮食医药,食物饮品,食物饮品,7,卷四·境异,三校,V07-P137,食物饮品,饮、酒、酿,税波斯、拂林等国，米及草子酿于肉汁之中，经数日即变成酒，饮之可醉。
异域物产,异域物产,异国,异国,7,卷四·境异,三校,V07-P137,异国,波斯、拂林,税波斯、拂林等国，米及草子酿于肉汁之中，经数日即变成酒，饮之可醉。
动物,动物,兽类,兽类,7,卷四·境异,三校,V07-P138,兽类,马、牛、羊、驼,孝亿国界周三千余里。在平川中，以木为栅，周十余里，栅内百姓二千余家。周国大栅五百余所。气候常暖，冬不凋落。宜羊马，无驼牛。俗性质直，好客侣。躯貌长大，褰鼻黄发，……
器物技艺,器物技艺,衣饰,衣饰,7,卷四·境异,三校,V07-P138,衣饰,衣、带,孝亿国界周三千余里。在平川中，以木为栅，周十余里，栅内百姓二千余家。周国大栅五百余所。气候常暖，冬不凋落。宜羊马，无驼牛。俗性质直，好客侣。躯貌长大，褰鼻黄发，……
饮食医药,饮食医药,食物饮品,食物饮品,7,卷四·境异,三校,V07-P138,食物饮品,食、面,孝亿国界周三千余里。在平川中，以木为栅，周十余里，栅内百姓二千余家。周国大栅五百余所。气候常暖，冬不凋落。宜羊马，无驼牛。俗性质直，好客侣。躯貌长大，褰鼻黄发，……
天文地理,天文地理,天象,天象,7,卷四·境异,三校,V07-P138,天象,日、月,孝亿国界周三千余里。在平川中，以木为栅，周十余里，栅内百姓二千余家。周国大栅五百余所。气候常暖，冬不凋落。宜羊马，无驼牛。俗性质直，好客侣。躯貌长大，褰鼻黄发，……
天文地理,天文地理,地理山水,地理山水,7,卷四·境异,三校,V07-P139,地理山水,水、井、河、海、涧,仍建国，无井及河涧，所有种植，待雨而生。以紫矿泥地，承雨水用之。穿井即若海水，又咸。土俗潮落之后，平地为池，取鱼以作食。
人物政事,人物政事,帝王,帝王,7,卷四·境异,三校,V07-P140,帝王,上,婆弥烂国，去京师二万五千五百五十里。此国西有山，巉岩峻险。上多猿，猿形绝长大。常暴雨年，有二三十万。国中起春以后，屯集甲兵，与猿战。虽岁杀数万，不能尽其巢穴。
动物,动物,兽类,兽类,7,卷四·境异,三校,V07-P141,兽类,牛、羊、象,拨拔力国，在西南海中，不食五穀，食肉而已。常针牛畜脉，取血和乳生食。无衣服，唯腰下用羊皮掩之。其妇人洁白端正，国人自掠卖与外国商人，其价数倍。土地唯有象牙及阿末……
器物技艺,器物技艺,武器,武器,7,卷四·境异,三校,V07-P141,武器,弓、槊,拨拔力国，在西南海中，不食五穀，食肉而已。常针牛畜脉，取血和乳生食。无衣服，唯腰下用羊皮掩之。其妇人洁白端正，国人自掠卖与外国商人，其价数倍。土地唯有象牙及阿末……
饮食医药,饮食医药,医术药理,医术药理,7,卷四·境异,三校,V07-P141,医术药理,针、脉,拨拔力国，在西南海中，不食五穀，食肉而已。常针牛畜脉，取血和乳生食。无衣服，唯腰下用羊皮掩之。其妇人洁白端正，国人自掠卖与外国商人，其价数倍。土地唯有象牙及阿末……
天文地理,天文地理,地理山水,地理山水,7,卷四·境异,三校,V07-P141,地理山水,海、野,拨拔力国，在西南海中，不食五穀，食肉而已。常针牛畜脉，取血和乳生食。无衣服，唯腰下用羊皮掩之。其妇人洁白端正，国人自掠卖与外国商人，其价数倍。土地唯有象牙及阿末……
异域物产,异域物产,异国,异国,7,卷四·境异,三校,V07-P141,异国,波斯、大食,拨拔力国，在西南海中，不食五穀，食肉而已。常针牛畜脉，取血和乳生食。无衣服，唯腰下用羊皮掩之。其妇人洁白端正，国人自掠卖与外国商人，其价数倍。土地唯有象牙及阿末……
动物,动物,兽类,兽类,7,卷四·境异,三校,V07-P142,兽类,马、牛、羊、狗、象,昆吾国，累堑为丘，象浮屠，有三层，尸乾居上，尸湿居下，以近葬为至孝。集大毡居，中悬衣服彩绘，哭祀之。龟兹国，元日斗牛马驼，为戏七日，观胜负，以占年羊马减耗繁息也……
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,7,卷四·境异,三校,V07-P142,寺观塔庙,观、浮屠,昆吾国，累堑为丘，象浮屠，有三层，尸乾居上，尸湿居下，以近葬为至孝。集大毡居，中悬衣服彩绘，哭祀之。龟兹国，元日斗牛马驼，为戏七日，观胜负，以占年羊马减耗繁息也……
器物技艺,器物技艺,衣饰,衣饰,7,卷四·境异,三校,V07-P142,衣饰,衣、罗,昆吾国，累堑为丘，象浮屠，有三层，尸乾居上，尸湿居下，以近葬为至孝。集大毡居，中悬衣服彩绘，哭祀之。龟兹国，元日斗牛马驼，为戏七日，观胜负，以占年羊马减耗繁息也……
天文地理,天文地理,天象,天象,7,卷四·境异,三校,V07-P142,天象,日、月,昆吾国，累堑为丘，象浮屠，有三层，尸乾居上，尸湿居下，以近葬为至孝。集大毡居，中悬衣服彩绘，哭祀之。龟兹国，元日斗牛马驼，为戏七日，观胜负，以占年羊马减耗繁息也……
天文地理,天文地理,天象,天象,7,卷四·境异,三校,V07-P143,天象,日、月,拔汗那，十二月十九日，王及首领分为两朋，各出一人着甲，众人执瓦石东西捧杖，东西互系。甲人先死即止，以占当年丰俭。
人物政事,人物政事,侠盗刺客,侠盗刺客,7,卷四·境异,三校,V07-P144,侠盗刺客,夜叉,苏都识匿国有夜叉城，城旧有野叉，其窟见在。人近窟住者五百余家，窟口作舍，设关籥，一年再祭。人有逼窟口，烟气出，先触者死，因以尸掷窟口。其窟不知深浅。
梦兆占卜,梦兆占卜,占卜预言,占卜预言,7,卷四·境异,三校,V07-P145,占卜预言,相、易,马伏波有余兵十家不返，居寿洽县，自相婚姻，有二百户，以其流寓，号马留。衣食与华同。山川移易，铜柱入海，以此民为识耳，亦曰马留。
天文地理,天文地理,地理山水,地理山水,7,卷四·境异,三校,V07-P145,地理山水,山、海,马伏波有余兵十家不返，居寿洽县，自相婚姻，有二百户，以其流寓，号马留。衣食与华同。山川移易，铜柱入海，以此民为识耳，亦曰马留。
植物,植物,果蔬,果蔬,7,卷四·境异,三校,V07-P146,果蔬,瓠、稻,峡中俗，夷风不改。武宁蛮好着芒心接离，名曰苎绥。尝以稻记年月。葬时以笄向天，谓之刺北斗。相传盘瓠初死，置于树，以笄刺其下，其后为象临。
天文地理,天文地理,天象,天象,7,卷四·境异,三校,V07-P146,天象,月、风,峡中俗，夷风不改。武宁蛮好着芒心接离，名曰苎绥。尝以稻记年月。葬时以笄向天，谓之刺北斗。相传盘瓠初死，置于树，以笄刺其下，其后为象临。
动物,动物,鸟类,鸟类,7,卷四·境异,三校,V07-P147,鸟类,鸟、雁,临邑县有雁翅泊，泊旁无树木。土人至春夏，常于此泽罗雁鸟，取其翅以御暑。
天文地理,天文地理,地理山水,地理山水,7,卷四·境异,三校,V07-P148,地理山水,山、溪,乌耗西有悬渡国，山溪不通，引绳而渡，朽索相引二千里。其土人佃于石间，垒石为室，接手而饮，所谓猿饮也。
动物,动物,兽类,兽类,7,卷四·境异,三校,V07-P149,兽类,马、牛,鄯鄯之东，龙城之西南，地广十里，皆为盐田。行人所经，牛马皆布毡卧焉。
天文地理,天文地理,地理山水,地理山水,7,卷四·境异,三校,V07-P150,地理山水,洞、岭、溪,岭南溪洞中往往有飞头者，故有飞头獠子之号。头将飞一日前，颈有痕匝，项如红缕，妻子遂看守之。其人及夜状如病，头忽生翼，脱身而去，乃于岸泥寻蟹蚓之类食，将晓飞还，如……
人物政事,人物政事,僧尼,僧尼,7,卷四·境异,三校,V07-P151,僧尼,僧、梵僧,梵僧菩萨胜又言：闍婆国中有飞头者，其人目无瞳子，聚落时有一人据。《于氏志怪》：南方落民，其头能飞。其俗所祠，名曰虫落，因号落民。
佛道宗教,佛道宗教,佛法,佛法,7,卷四·境异,三校,V07-P151,佛法,菩萨、梵、僧,梵僧菩萨胜又言：闍婆国中有飞头者，其人目无瞳子，聚落时有一人据。《于氏志怪》：南方落民，其头能飞。其俗所祠，名曰虫落，因号落民。
饮食医药,饮食医药,医术药理,医术药理,7,卷四·境异,三校,V07-P153,医术药理,疾、方,《王子年拾遗》言：汉武时，因墀国使南方，有解形之民，能先使头飞南海，左手飞东海，右手飞西泽。至暮，头还肩上。两手遇疾风，飘于海水外。
天文地理,天文地理,地理山水,地理山水,7,卷四·境异,三校,V07-P153,地理山水,水、海,《王子年拾遗》言：汉武时，因墀国使南方，有解形之民，能先使头飞南海，左手飞东海，右手飞西泽。至暮，头还肩上。两手遇疾风，飘于海水外。
天文地理,天文地理,地理山水,地理山水,7,卷四·境异,三校,V07-P154,地理山水,山、海,近有海客往新罗，吹至一岛上，满山悉是黑漆匙箸。其处多大木。客仰窥匙箸，乃木之花与须也，因拾百余双还。用之，肥不能使，后偶取搅茶，随搅而消焉。
天文地理,天文地理,天象,天象,8,卷四·喜兆,三校,V08-P155,天象,日、月,集贤张希复学士尝言：李揆相公将拜相前一月，日将夕，有虾蟆大如床，见于寝堂中，俄失所在。又言：初授新州，将拜相，井忽涨，才深余尺。
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,8,卷四·喜兆,三校,V08-P156,宫殿城楼,门、坊,郑絪相公宅，在招国坊南门。忽有物投瓦砾，五六夜不绝。乃移于安仁西门宅避之，瓦砾又随而至。经久复归招国，郑公归心释门，禅室方丈。及归，将入丈室，蟢子满室悬丝，去地……
佛道宗教,佛道宗教,佛法,佛法,8,卷四·喜兆,三校,V08-P156,佛法,释、经、禅,郑絪相公宅，在招国坊南门。忽有物投瓦砾，五六夜不绝。乃移于安仁西门宅避之，瓦砾又随而至。经久复归招国，郑公归心释门，禅室方丈。及归，将入丈室，蟢子满室悬丝，去地……
饮食医药,饮食医药,医术药理,医术药理,8,卷四·喜兆,三校,V08-P157,医术药理,疾、方,成式见大理丞郑复说，淮西用兵时，刘沔为小将，军头颇易之。每捉生踏伏，沔必在数，前后重创，将死数四。后因月黑风甚，又令沔捉生。沔愤激深入，意必死。行十余里，因坐将……
天文地理,天文地理,天象,天象,8,卷四·喜兆,三校,V08-P157,天象,月、风,成式见大理丞郑复说，淮西用兵时，刘沔为小将，军头颇易之。每捉生踏伏，沔必在数，前后重创，将死数四。后因月黑风甚，又令沔捉生。沔愤激深入，意必死。行十余里，因坐将……
人物政事,人物政事,帝王,帝王,9,卷四·祸兆,三校,V09-P158,帝王,上,杨慎矜兄弟富贵，常不自安。每诘朝礼佛像，默祈冥卫。或日，像前土榻上聚尘三堆，如冢状，慎矜恶之，且虑儿戏，命扫去。夕如初，寻而祸作。
佛道宗教,佛道宗教,佛法,佛法,9,卷四·祸兆,三校,V09-P159,佛法,禅、寺,姜楚公常游禅定寺，京兆办局甚盛。及饮酒，座上一妓绝色，献杯整鬟，未尝见手，众怪之。有客被酒戏曰：「勿六指乎？」乃强牵视。妓随牵而倒，乃枯骸也。姜竟及祸焉。
饮食医药,饮食医药,食物饮品,食物饮品,9,卷四·祸兆,三校,V09-P159,食物饮品,饮、酒,姜楚公常游禅定寺，京兆办局甚盛。及饮酒，座上一妓绝色，献杯整鬟，未尝见手，众怪之。有客被酒戏曰：「勿六指乎？」乃强牵视。妓随牵而倒，乃枯骸也。姜竟及祸焉。
佛道宗教,佛道宗教,佛法,佛法,9,卷四·祸兆,三校,V09-P160,佛法,寺、斋,萧浣初至遂州，造二幡竿施于寺，设斋庆之。斋毕作乐，忽暴雷霹雳，竿各成数十片。至来年，当雷霹日，浣死。
天文地理,天文地理,天象,天象,9,卷四·祸兆,三校,V09-P160,天象,日、雷,萧浣初至遂州，造二幡竿施于寺，设斋庆之。斋毕作乐，忽暴雷霹雳，竿各成数十片。至来年，当雷霹日，浣死。
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,10,卷四·物革,三校,V10-P161,寺观塔庙,塔,咨议朱景玄见鲍容说，陈司徒在扬州，时东市塔影忽倒。老人言，海影翻则如此。
动物,动物,鸟类,鸟类,10,卷四·物革,三校,V10-P162,鸟类,鸟,崔玄亮常侍在洛中，常步沙岸，得石子，大如鸡卵，黑润可爱，玩之。行里余，砉然而破，有鸟大如巧妇飞去。
动物,动物,鱼类,鱼类,10,卷四·物革,三校,V10-P163,鱼类,鱼、鲙,进士段硕常识南孝廉者，善斫鲙。縠薄丝缕，轻可吹起，操刀向捷，若合节奏。因会客衒技，先起鱼架之，忽暴风雨，雷震一声，鲙悉化为蝴蝶飞去。南惊惧，遂折刀，誓不复作。
天文地理,天文地理,天象,天象,10,卷四·物革,三校,V10-P163,天象,风、雨、雷,进士段硕常识南孝廉者，善斫鲙。縠薄丝缕，轻可吹起，操刀向捷，若合节奏。因会客衒技，先起鱼架之，忽暴风雨，雷震一声，鲙悉化为蝴蝶飞去。南惊惧，遂折刀，誓不复作。
动物,动物,鱼类,鱼类,10,卷四·物革,三校,V10-P164,鱼类,鱼,开成末，河阳黄鱼池冰作花如缬。
动物,动物,鱼类,鱼类,10,卷四·物革,三校,V10-P165,鱼类,鱼,河阳城南百姓王氏，庄有小池，池边巨柳数株。开成末，叶落池中，旋化为鱼，大小如叶，食之无味。至冬，其家有官事。
人物政事,人物政事,僧尼,僧尼,10,卷四·物革,三校,V10-P166,僧尼,僧,婺州僧清简，家园蔓菁，忽变为莲。
器物技艺,器物技艺,用具杂器,用具杂器,11,卷五·诡习,三校,V11-P167,用具杂器,尺,大历中，东都天津桥有乞儿，无两手，以右足夹笔写经乞钱。欲书时，先再三掷笔，高尺余，未曾失落。书迹官楷，手书不如也。
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,11,卷五·诡习,三校,V11-P168,寺观塔庙,观、院,于頔在襄州，尝有山人王固谒见于。于性快，见其拜伏迟缓，不甚知。书生别日游讌，不复得进，王殊怏怏。因至使院造判官曾叔政，颇礼接之。王谓曾曰：「子以相公好奇，故不远……
