broad_category,level1_subject,level2_subject,specific_subject,volume_index,volume_title,source,paragraph_id,primary_subject,keywords,text
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P087,佛法,经、禅,色界天下石，经十万八千三百八十三年方至地。阎浮提人生三肘半至四肘，骨四十五，脉十三，身虫有毛灯真血。禅都摩虫流行血中。善色虫处粪中，令人安乐。起根虫饱则喜。欢……
饮食医药,饮食医药,食物饮品,食物饮品,6,卷三·贝编,三校,V06-P087,食物饮品,面、酒,色界天下石，经十万八千三百八十三年方至地。阎浮提人生三肘半至四肘，骨四十五，脉十三，身虫有毛灯真血。禅都摩虫流行血中。善色虫处粪中，令人安乐。起根虫饱则喜。欢……
饮食医药,饮食医药,医术药理,医术药理,6,卷三·贝编,三校,V06-P087,医术药理,脉、方,色界天下石，经十万八千三百八十三年方至地。阎浮提人生三肘半至四肘，骨四十五，脉十三，身虫有毛灯真血。禅都摩虫流行血中。善色虫处粪中，令人安乐。起根虫饱则喜。欢……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P087,天象,日、月,色界天下石，经十万八千三百八十三年方至地。阎浮提人生三肘半至四肘，骨四十五，脉十三，身虫有毛灯真血。禅都摩虫流行血中。善色虫处粪中，令人安乐。起根虫饱则喜。欢……
天文地理,天文地理,地理山水,地理山水,6,卷三·贝编,三校,V06-P087,地理山水,山、河、海,色界天下石，经十万八千三百八十三年方至地。阎浮提人生三肘半至四肘，骨四十五，脉十三，身虫有毛灯真血。禅都摩虫流行血中。善色虫处粪中，令人安乐。起根虫饱则喜。欢……
动物,动物,兽类,兽类,6,卷三·贝编,三校,V06-P088,兽类,鹿,四彩女如影等，各有十二亿那由他侍女，寿五千岁。地名月鬘。不见顶山十三处，鹿迷蜂旋。赤目鱼正走冰行，住空主山窟。爱池鱼口等黄鬘林。
动物,动物,鱼类,鱼类,6,卷三·贝编,三校,V06-P088,鱼类,鱼,四彩女如影等，各有十二亿那由他侍女，寿五千岁。地名月鬘。不见顶山十三处，鹿迷蜂旋。赤目鱼正走冰行，住空主山窟。爱池鱼口等黄鬘林。
动物,动物,昆虫,昆虫,6,卷三·贝编,三校,V06-P088,昆虫,蜂,四彩女如影等，各有十二亿那由他侍女，寿五千岁。地名月鬘。不见顶山十三处，鹿迷蜂旋。赤目鱼正走冰行，住空主山窟。爱池鱼口等黄鬘林。
动物,动物,鸟类,鸟类,6,卷三·贝编,三校,V06-P089,鸟类,鸟、鹅,鋡毗罗城，战时手足断而更生，半身及道即死。鬼怪阎浮提下五百由旬，有三十六种魔罗食鬘鬼，此言九子魔。魔遮叱迦鸟，唯得食鱼，舍鹅鬼受此身。
鬼怪妖魅,鬼怪妖魅,魔,魔,6,卷三·贝编,三校,V06-P090,魔,修罗、阿修罗,畜生有三十四亿种。龙住阎浮提者，五十七亿。龙于瞿陀尼不降浊水，西洲人食浊水则夭。单越人恶冷风，龙不发冷。弗婆提洲不作雷声，不起雷光，东洲恶也。其雷声，兜率天作歌……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P090,天象,风、雨、雷,畜生有三十四亿种。龙住阎浮提者，五十七亿。龙于瞿陀尼不降浊水，西洲人食浊水则夭。单越人恶冷风，龙不发冷。弗婆提洲不作雷声，不起雷光，东洲恶也。其雷声，兜率天作歌……
天文地理,天文地理,地理山水,地理山水,6,卷三·贝编,三校,V06-P090,地理山水,水、海,畜生有三十四亿种。龙住阎浮提者，五十七亿。龙于瞿陀尼不降浊水，西洲人食浊水则夭。单越人恶冷风，龙不发冷。弗婆提洲不作雷声，不起雷光，东洲恶也。其雷声，兜率天作歌……
动物,动物,鱼类,鱼类,6,卷三·贝编,三校,V06-P091,鱼类,鱼,青出死地狱，黄出死饿鬼。赤业畜生。活地狱十六别处，下天五千年，此狱一昼夜。金刚虫瓮热黄蓝花心弥泥鱼，排筒。
动物,动物,昆虫,昆虫,6,卷三·贝编,三校,V06-P091,昆虫,虫,青出死地狱，黄出死饿鬼。赤业畜生。活地狱十六别处，下天五千年，此狱一昼夜。金刚虫瓮热黄蓝花心弥泥鱼，排筒。
动物,动物,昆虫,昆虫,6,卷三·贝编,三校,V06-P092,昆虫,虫、蚁,黑绳地狱，旃荼剧，畏鹫。处合地狱，上中下苦铜汁河中身。洋如苏鹫腹火入。割刳处，坚卯炎口，夜干朱诛虫、铁蚁。泪火处，以人去陀罗灰致眼中，金葛池鼋。
动物,动物,鱼类,鱼类,6,卷三·贝编,三校,V06-P093,鱼类,鱼,号叫地狱，发流火处，火末虫处，四百四痛，火厚二百肘。大号叫地狱，阔广三居赊，口生确。虫火鬓处，金舒迦色，肉泥色也。赤树鱼腹苦。
动物,动物,昆虫,昆虫,6,卷三·贝编,三校,V06-P093,昆虫,虫,号叫地狱，发流火处，火末虫处，四百四痛，火厚二百肘。大号叫地狱，阔广三居赊，口生确。虫火鬓处，金舒迦色，肉泥色也。赤树鱼腹苦。
器物技艺,器物技艺,乐器,乐器,6,卷三·贝编,三校,V06-P094,乐器,鼓、角,燋热地狱，十二炎处，火生十方及饥渴火也。针风生龙口中，弥泥鱼。锅量五十由旬，沸沫高半由旬。吹下三十六亿由旬，鬘块乌处地盆虫，置之鼓牛鼓出恶声。千头龙。阿鼻十六别……
饮食医药,饮食医药,医术药理,医术药理,6,卷三·贝编,三校,V06-P094,医术药理,针、方,燋热地狱，十二炎处，火生十方及饥渴火也。针风生龙口中，弥泥鱼。锅量五十由旬，沸沫高半由旬。吹下三十六亿由旬，鬘块乌处地盆虫，置之鼓牛鼓出恶声。千头龙。阿鼻十六别……
动物,动物,鸟类,鸟类,6,卷三·贝编,三校,V06-P095,鸟类,鸟、雕,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无据。旧说地狱中……
动物,动物,兽类,兽类,6,卷三·贝编,三校,V06-P095,兽类,牛、象,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无据。旧说地狱中……
鬼怪妖魅,鬼怪妖魅,魔,魔,6,卷三·贝编,三校,V06-P095,魔,修罗、阿修罗,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无据。旧说地狱中……
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,6,卷三·贝编,三校,V06-P095,寺观塔庙,寺、观、塔,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无据。旧说地狱中……
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P095,佛法,佛、经、寺,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无据。旧说地狱中……
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,6,卷三·贝编,三校,V06-P095,祥瑞灾异,异、天象、蚀、水,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无据。旧说地狱中……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P095,天象,日、蚀,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无据。旧说地狱中……
超自然力量,超自然力量,因果报应,因果报应,6,卷三·贝编,三校,V06-P095,因果报应,业、果报,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无据。旧说地狱中……
超自然力量,超自然力量,灵异物件,灵异物件,6,卷三·贝编,三校,V06-P095,灵异物件,异、宝,八寒地狱，多与常说同。凡生地狱有三种形，罪轻作人形，其次畜形，极苦无形，如肉轩、肉屏等。今佛寺中画地狱变，唯隔子狱稍如经说，其苦具悉，图人间者曾无据。旧说地狱中……
人物政事,人物政事,帝王,帝王,6,卷三·贝编,三校,V06-P096,帝王,帝、上,二十八宿：昴为首，夜 行三十时，形如剃刀，姓鞞耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日，月之子，姓毗梨亻去耶尼，形如鹿头，祭用果。参属日……
动物,动物,鸟类,鸟类,6,卷三·贝编,三校,V06-P096,鸟类,鸟、乌,二十八宿：昴为首，夜 行三十时，形如剃刀，姓鞞耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日，月之子，姓毗梨亻去耶尼，形如鹿头，祭用果。参属日……
动物,动物,兽类,兽类,6,卷三·贝编,三校,V06-P096,兽类,鹿、马、牛,二十八宿：昴为首，夜 行三十时，形如剃刀，姓鞞耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日，月之子，姓毗梨亻去耶尼，形如鹿头，祭用果。参属日……
植物,植物,花草,花草,6,卷三·贝编,三校,V06-P096,花草,花、梨,二十八宿：昴为首，夜 行三十时，形如剃刀，姓鞞耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日，月之子，姓毗梨亻去耶尼，形如鹿头，祭用果。参属日……
植物,植物,果蔬,果蔬,6,卷三·贝编,三校,V06-P096,果蔬,梨、豆、麦、麻,二十八宿：昴为首，夜 行三十时，形如剃刀，姓鞞耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日，月之子，姓毗梨亻去耶尼，形如鹿头，祭用果。参属日……
器物技艺,器物技艺,乐器,乐器,6,卷三·贝编,三校,V06-P096,乐器,瑟、角,二十八宿：昴为首，夜 行三十时，形如剃刀，姓鞞耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日，月之子，姓毗梨亻去耶尼，形如鹿头，祭用果。参属日……
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P096,佛法,佛、梵,二十八宿：昴为首，夜 行三十时，形如剃刀，姓鞞耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日，月之子，姓毗梨亻去耶尼，形如鹿头，祭用果。参属日……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P096,天象,日、月、星、云,二十八宿：昴为首，夜 行三十时，形如剃刀，姓鞞耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日，月之子，姓毗梨亻去耶尼，形如鹿头，祭用果。参属日……
天文地理,天文地理,地理山水,地理山水,6,卷三·贝编,三校,V06-P096,地理山水,井、河,二十八宿：昴为首，夜 行三十时，形如剃刀，姓鞞耶尼，祭用乳，属火。毕形如笠，又属木，祭用鹿肉，祭颇罗堕。觜属日，月之子，姓毗梨亻去耶尼，形如鹿头，祭用果。参属日……
动物,动物,龙蛇类,龙蛇类,6,卷三·贝编,三校,V06-P097,龙蛇类,龙,龙王身光曰忧流迦，此言天狗。
动物,动物,兽类,兽类,6,卷三·贝编,三校,V06-P097,兽类,狗,龙王身光曰忧流迦，此言天狗。
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P098,佛法,佛、寺,魏明帝始造白马寺。寺中悬幡，影入内，帝怪，问左右曰：「佛有何神，人敬事之？」
动物,动物,鸟类,鸟类,6,卷三·贝编,三校,V06-P099,鸟类,乌,乌仗那国有佛迹，随人身福寿，量有长短。
器物技艺,器物技艺,用具杂器,用具杂器,6,卷三·贝编,三校,V06-P100,用具杂器,尺、印,那揭罗曷国城东塔中有佛顶骨，周二尺。欲知善恶者，以香涂印壳，其迹焕然，善恶相悉见。
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,6,卷三·贝编,三校,V06-P101,宫殿城楼,城,北天健驮罗国有大堵波，佛悬记，七烧七立。佛方城，玄奘言城坏已三年。
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P102,佛法,佛、菩萨,西域佛金刚座有标界铜观，自在像两躯，国人相传菩萨身没，佛法亦尽。隋末已没过胸臆矣。
动物,动物,兽类,兽类,6,卷三·贝编,三校,V06-P103,兽类,象,乾陀国头河岸有系白象树，花叶似枣，季冬方熟。相传此树灭，佛法亦灭。
人物政事,人物政事,僧尼,僧尼,6,卷三·贝编,三校,V06-P104,僧尼,僧、尼,北朝时，徐州角成悬之北，僧尼著白布法服，时有青布袈裟者。
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P104,佛法,僧、袈裟,北朝时，徐州角成悬之北，僧尼著白布法服，时有青布袈裟者。
人物政事,人物政事,僧尼,僧尼,6,卷三·贝编,三校,V06-P105,僧尼,比丘,波斯属国有阿荼国，城北大林中有伽蓝音佛，于此听比丘著函、缚屣。函、缚，此言靴也。
饮食医药,饮食医药,医术药理,医术药理,6,卷三·贝编,三校,V06-P106,医术药理,药、医、疾,宁王宪寝疾，上命中使送医药，相望于道。僧崇疗宪稍瘳，上悦，持赐崇绯袍、鱼袋。
梦兆占卜,梦兆占卜,占卜预言,占卜预言,6,卷三·贝编,三校,V06-P106,占卜预言,相、命,宁王宪寝疾，上命中使送医药，相望于道。僧崇疗宪稍瘳，上悦，持赐崇绯袍、鱼袋。
人物政事,人物政事,帝王,帝王,6,卷三·贝编,三校,V06-P107,帝王,帝,梁简文帝有《谢赐郁泥纳袈裟表》。
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,6,卷三·贝编,三校,V06-P108,宫殿城楼,殿、台,魏使陆操至梁，梁王坐小舆，使再拜，遣中书舍人殷炅宣旨劳问。至重云殿，引升殿。梁主着菩萨衣，北面，太子已下皆菩萨衣，侍卫如法。操西向以次立，其人悉西厢东面。一道人……
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P108,佛法,佛、菩萨,魏使陆操至梁，梁王坐小舆，使再拜，遣中书舍人殷炅宣旨劳问。至重云殿，引升殿。梁主着菩萨衣，北面，太子已下皆菩萨衣，侍卫如法。操西向以次立，其人悉西厢东面。一道人……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,6,卷三·贝编,三校,V06-P109,宫殿城楼,堂、门,魏李骞、崔劼至梁同泰寺，主客王克、舍人贺季友及三僧迎门引接。至浮图中，佛旁有执板笔者。僧谓骞曰：「此是尸头，专记人罪。」骞曰：「便是僧之董狐。」复入二堂，佛前有……
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P109,佛法,佛、僧、寺、钵,魏李骞、崔劼至梁同泰寺，主客王克、舍人贺季友及三僧迎门引接。至浮图中，佛旁有执板笔者。僧谓骞曰：「此是尸头，专记人罪。」骞曰：「便是僧之董狐。」复入二堂，佛前有……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P109,天象,日、月,魏李骞、崔劼至梁同泰寺，主客王克、舍人贺季友及三僧迎门引接。至浮图中，佛旁有执板笔者。僧谓骞曰：「此是尸头，专记人罪。」骞曰：「便是僧之董狐。」复入二堂，佛前有……
人物政事,人物政事,将相臣子,将相臣子,6,卷三·贝编,三校,V06-P110,将相臣子,令,卢县东有金榆山，昔朗法师令弟子至此采榆荚，诣瑕丘市易，皆化为金钱。
人物政事,人物政事,僧尼,僧尼,6,卷三·贝编,三校,V06-P110,僧尼,法师,卢县东有金榆山，昔朗法师令弟子至此采榆荚，诣瑕丘市易，皆化为金钱。
植物,植物,果蔬,果蔬,6,卷三·贝编,三校,V06-P111,果蔬,枣,后魏胡后尝问沙门宝志国祚，旦言把枣与鸡唤朱朱，盖尔朱也。
器物技艺,器物技艺,武器,武器,6,卷三·贝编,三校,V06-P112,武器,箭,有赵法和请占，志公曰：「大箭不须羽。东箱屋，急手作。」法和寻丧父。
器物技艺,器物技艺,用具杂器,用具杂器,6,卷三·贝编,三校,V06-P112,用具杂器,箱,有赵法和请占，志公曰：「大箭不须羽。东箱屋，急手作。」法和寻丧父。
人物政事,人物政事,将相臣子,将相臣子,6,卷三·贝编,三校,V06-P113,将相臣子,令,历城县光政寺有磬石，形如半月，腻光若滴。扣之，声及百里。北齐时移于都内，使人击之，其声杳绝。却令归本寺，扣之，声如故。士人语曰：「磬神圣，恋光政。」
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P114,佛法,经、僧、寺、斋,国初，僧玄奘往五印取经，西域敬之。成式见倭国僧金刚三昧，言尝至中天，寺中多画玄奘麻ハ及匙箸，以彩云乘之，盖西域所无者。每至斋日，辄膜拜焉。
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P114,天象,日、云,国初，僧玄奘往五印取经，西域敬之。成式见倭国僧金刚三昧，言尝至中天，寺中多画玄奘麻ハ及匙箸，以彩云乘之，盖西域所无者。每至斋日，辄膜拜焉。
植物,植物,花草,花草,6,卷三·贝编,三校,V06-P115,花草,兰、兰,又言那兰陀寺僧食堂中，热际有巨蝇数万。至僧上堂时，悉自飞集于庭树。
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P115,佛法,僧、寺,又言那兰陀寺僧食堂中，热际有巨蝇数万。至僧上堂时，悉自飞集于庭树。
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P116,佛法,僧、斋,僧万回年二十余，貌痴不语。其兄戍辽陽，久绝音问，或传其死，其家为作斋。万回忽卷饼菇，大言曰：「兄在，我将馈之。」出门如飞，马驰不及。及暮而还，得其兄书，缄封犹湿……
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P117,佛法,经、僧,天后任酷吏罗织，位稍隆者日别妻子。博陵王崔玄暉位望俱极，其母忧之，曰：「汝可迎万回，此僧宝志之流，可以观其举止祸福也。」及至，母垂泣作礼，兼施银匙箸双。万回忽下……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P117,天象,日、月、雪,天后任酷吏罗织，位稍隆者日别妻子。博陵王崔玄暉位望俱极，其母忧之，曰：「汝可迎万回，此僧宝志之流，可以观其举止祸福也。」及至，母垂泣作礼，兼施银匙箸双。万回忽下……
人物政事,人物政事,帝王,帝王,6,卷三·贝编,三校,V06-P118,帝王,上、玄宗,梵僧不空，得总持门，能役百神。玄宗敬之。岁常旱，上令祈雨，不空言：「可。过某日令祈之，必暴雨。」上乃令金刚三藏设坛请雨，连日暴雨不止，坊市有漂溺者。遽召不空，令……
人物政事,人物政事,僧尼,僧尼,6,卷三·贝编,三校,V06-P118,僧尼,僧、梵僧,梵僧不空，得总持门，能役百神。玄宗敬之。岁常旱，上令祈雨，不空言：「可。过某日令祈之，必暴雨。」上乃令金刚三藏设坛请雨，连日暴雨不止，坊市有漂溺者。遽召不空，令……
建筑寺塔,建筑寺塔,宫殿城楼,宫殿城楼,6,卷三·贝编,三校,V06-P118,宫殿城楼,门、坊,梵僧不空，得总持门，能役百神。玄宗敬之。岁常旱，上令祈雨，不空言：「可。过某日令祈之，必暴雨。」上乃令金刚三藏设坛请雨，连日暴雨不止，坊市有漂溺者。遽召不空，令……
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P118,佛法,梵、僧、寺,梵僧不空，得总持门，能役百神。玄宗敬之。岁常旱，上令祈雨，不空言：「可。过某日令祈之，必暴雨。」上乃令金刚三藏设坛请雨，连日暴雨不止，坊市有漂溺者。遽召不空，令……
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,6,卷三·贝编,三校,V06-P118,祥瑞灾异,旱、水,梵僧不空，得总持门，能役百神。玄宗敬之。岁常旱，上令祈雨，不空言：「可。过某日令祈之，必暴雨。」上乃令金刚三藏设坛请雨，连日暴雨不止，坊市有漂溺者。遽召不空，令……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P118,天象,日、雨,梵僧不空，得总持门，能役百神。玄宗敬之。岁常旱，上令祈雨，不空言：「可。过某日令祈之，必暴雨。」上乃令金刚三藏设坛请雨，连日暴雨不止，坊市有漂溺者。遽召不空，令……
人物政事,人物政事,帝王,帝王,6,卷三·贝编,三校,V06-P119,帝王,上、玄宗,玄宗又尝召术士罗公远与不空同祈雨，互扌交功力。上俱召问之，不空曰：「臣昨焚白檀香龙。」上令左右掬庭水嗅之，果有檀香气。又与罗公远同在便殿，罗时反手搔背，不空曰：……
人物政事,人物政事,将相臣子,将相臣子,6,卷三·贝编,三校,V06-P119,将相臣子,臣、令,玄宗又尝召术士罗公远与不空同祈雨，互扌交功力。上俱召问之，不空曰：「臣昨焚白檀香龙。」上令左右掬庭水嗅之，果有檀香气。又与罗公远同在便殿，罗时反手搔背，不空曰：……
动物,动物,龙蛇类,龙蛇类,6,卷三·贝编,三校,V06-P120,龙蛇类,蛇、大蛇,又邙山有大蛇，樵者常见，头若丘陵，夜常承露气。见不空，人语曰：「弟子恶报，和尚何以见度？常欲翻河水陷洛陽城，以快所居也。」不空为受戒，说苦空，且曰：「汝以瞋心受……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P120,天象,月、雨,又邙山有大蛇，樵者常见，头若丘陵，夜常承露气。见不空，人语曰：「弟子恶报，和尚何以见度？常欲翻河水陷洛陽城，以快所居也。」不空为受戒，说苦空，且曰：「汝以瞋心受……
天文地理,天文地理,地理山水,地理山水,6,卷三·贝编,三校,V06-P120,地理山水,山、水、河、涧,又邙山有大蛇，樵者常见，头若丘陵，夜常承露气。见不空，人语曰：「弟子恶报，和尚何以见度？常欲翻河水陷洛陽城，以快所居也。」不空为受戒，说苦空，且曰：「汝以瞋心受……
人物政事,人物政事,帝王,帝王,6,卷三·贝编,三校,V06-P121,帝王,上、玄宗,僧行穷数，有异术。开元中，尝旱，玄宗令祈雨。行言：「当得器，上有龙状者，方可致雨。」上令于内库中遍视之，皆言不类。数日后，指古镜，鼻盘龙，喜曰：「此有真龙矣。」……
器物技艺,器物技艺,用具杂器,用具杂器,6,卷三·贝编,三校,V06-P121,用具杂器,盘、镜,僧行穷数，有异术。开元中，尝旱，玄宗令祈雨。行言：「当得器，上有龙状者，方可致雨。」上令于内库中遍视之，皆言不类。数日后，指古镜，鼻盘龙，喜曰：「此有真龙矣。」……
梦兆占卜,梦兆占卜,祥瑞灾异,祥瑞灾异,6,卷三·贝编,三校,V06-P121,祥瑞灾异,异、旱,僧行穷数，有异术。开元中，尝旱，玄宗令祈雨。行言：「当得器，上有龙状者，方可致雨。」上令于内库中遍视之，皆言不类。数日后，指古镜，鼻盘龙，喜曰：「此有真龙矣。」……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P121,天象,日、雨,僧行穷数，有异术。开元中，尝旱，玄宗令祈雨。行言：「当得器，上有龙状者，方可致雨。」上令于内库中遍视之，皆言不类。数日后，指古镜，鼻盘龙，喜曰：「此有真龙矣。」……
人物政事,人物政事,将相臣子,将相臣子,6,卷三·贝编,三校,V06-P122,将相臣子,令,荆州贞元初，有狂僧善歌《河满子》，尝遇醉，伍百途辱之，令歌。僧即发声，其词皆伍百从前非慝也，伍百惊而自悔。
人物政事,人物政事,僧尼,僧尼,6,卷三·贝编,三校,V06-P122,僧尼,僧,荆州贞元初，有狂僧善歌《河满子》，尝遇醉，伍百途辱之，令歌。僧即发声，其词皆伍百从前非慝也，伍百惊而自悔。
动物,动物,鱼类,鱼类,6,卷三·贝编,三校,V06-P123,鱼类,鱼、鲤,苏州贞元中有义师，状如风狂。有百姓起店十余间，义师忽运斤坏其檐，禁之不止。其人素知其神，礼曰：「弟子活计赖此。」顾曰：「尔惜乎？」乃掷斤于地而去。其夜市火，唯义……
建筑寺塔,建筑寺塔,寺观塔庙,寺观塔庙,6,卷三·贝编,三校,V06-P123,寺观塔庙,寺、观,苏州贞元中有义师，状如风狂。有百姓起店十余间，义师忽运斤坏其檐，禁之不止。其人素知其神，礼曰：「弟子活计赖此。」顾曰：「尔惜乎？」乃掷斤于地而去。其夜市火，唯义……
佛道宗教,佛道宗教,佛法,佛法,6,卷三·贝编,三校,V06-P123,佛法,佛、僧、寺,苏州贞元中有义师，状如风狂。有百姓起店十余间，义师忽运斤坏其檐，禁之不止。其人素知其神，礼曰：「弟子活计赖此。」顾曰：「尔惜乎？」乃掷斤于地而去。其夜市火，唯义……
饮食医药,饮食医药,食物饮品,食物饮品,6,卷三·贝编,三校,V06-P123,食物饮品,食、饮、面,苏州贞元中有义师，状如风狂。有百姓起店十余间，义师忽运斤坏其檐，禁之不止。其人素知其神，礼曰：「弟子活计赖此。」顾曰：「尔惜乎？」乃掷斤于地而去。其夜市火，唯义……
天文地理,天文地理,天象,天象,6,卷三·贝编,三校,V06-P123,天象,日、风、雨,苏州贞元中有义师，状如风狂。有百姓起店十余间，义师忽运斤坏其檐，禁之不止。其人素知其神，礼曰：「弟子活计赖此。」顾曰：「尔惜乎？」乃掷斤于地而去。其夜市火，唯义……
人物政事,人物政事,帝王,帝王,6,卷三·贝编,三校,V06-P124,帝王,天子、睿宗、则天,睿宗初生含凉殿，则天乃于殿内造佛氏，有玉像焉。及长，闲观其侧，玉像忽言：「尔后当为天子。」
饮食医药,饮食医药,食物饮品,食物饮品,7,卷四·境异,三校,V07-P125,食物饮品,面,东方之人鼻大，窍通于目，筋力属焉。南方之人口大，窍通于耳。西方之人面大，窍通于鼻。北方之人窍通于阴，短颈。中央之人窍通于口。
饮食医药,饮食医药,医术药理,医术药理,7,卷四·境异,三校,V07-P125,医术药理,方,东方之人鼻大，窍通于目，筋力属焉。南方之人口大，窍通于耳。西方之人面大，窍通于鼻。北方之人窍通于阴，短颈。中央之人窍通于口。
丧葬冥界,丧葬冥界,尸变,尸变,7,卷四·境异,三校,V07-P126,尸变,不朽,无启民，居穴食土。其人死，其心不朽，埋之，百年化为人。录民，膝不朽，埋之，百二十年化为人。细民，肝不朽，埋之，八年化为人。
动物,动物,兽类,兽类,7,卷四·境异,三校,V07-P128,兽类,猴、狐,帝女子泽，性妒，有从婢散逐四川，无所依托。东偶狐狸，生子曰殃。南交猴有子曰溪。北通玃猳所育为伧。
佛道宗教,佛道宗教,佛法,佛法,7,卷四·境异,三校,V07-P129,佛法,舍利、经,突厥之先曰射摩舍利海神，神在阿史德窟西。射摩有神异，又海神女每日暮，以白鹿迎射摩入海，至明送出。经数十年。后部落将大猎，至夜中，海神谓射摩曰：「明日猎时，尔上代……
人物政事,人物政事,帝王,帝王,7,卷四·境异,三校,V07-P130,帝王,上,突厥事祆神，无祠庙，刻毡为形，盛于皮袋。行动之处，以脂苏涂之。或系之竿上，四时祀之。
动物,动物,兽类,兽类,7,卷四·境异,三校,V07-P131,兽类,牛、狼,坚昆部落非狼种，其先所生之窟在曲漫山北。自谓上代有神与牸牛交于此窟。其人发黄、目绿、赤髭髯。其髭髯俱黑者，汉将李陵及其兵众之胤也。西屠俗，染齿令黑。
丧葬冥界,丧葬冥界,丧葬,丧葬,7,卷四·境异,三校,V07-P132,丧葬,棺,獠在牂牁，其妇人七月生子死，则坚棺埋之。
动物,动物,兽类,兽类,7,卷四·境异,三校,V07-P133,兽类,鹿,木耳夷，旧牢西，以鹿角为器。其死则屈而烧之，埋其骨。后小骨类人，黑如漆，小寒则掊沙自处，但出其面。
天文地理,天文地理,地理山水,地理山水,7,卷四·境异,三校,V07-P134,地理山水,泉、井、崖,木饮州，珠崖一州，其地无泉，民不作井，皆仰树汁为用。
